ADM_SECT_GBN|ADM_CD|ADM_SECT_NM|LOWEST_ADM_SECT_NM|DEL_YMD|CHG_BEF_ADM_SECT_GBN|CRE_YMD|CHG_BEF_ADM_SECT_CD|COL_ADM_SECT_CD
A|4100000000|경기도|경기도|||19880423||26110
A|4110500000|경기도 북부출장소|북부출장소|||19880423||26110
A|4111000000|경기도 수원시|수원시|||19880423||26110
A|4111100000|경기도 수원시 장안구|수원시 장안구|||19880701||26110
A|4111156000|경기도 수원시 장안구 파장동|파장동|||19880701||26110
A|4111156600|경기도 수원시 장안구 율천동|율천동|||19900101||26110
A|4111157100|경기도 수원시 장안구 정자1동|정자1동|||19900101||26110
A|4111157200|경기도 수원시 장안구 정자2동|정자2동|||19900101||26110
A|4111157300|경기도 수원시 장안구 정자3동|정자3동|||20030210||26110
A|4111158000|경기도 수원시 장안구 영화동|영화동|||19880701||26110
A|4111159100|경기도 수원시 장안구 송죽동|송죽동|||19900520||26110
A|4111159700|경기도 수원시 장안구 조원1동|조원1동|||20030210||26110
A|4111159800|경기도 수원시 장안구 조원2동|조원2동|||20030210||26110
A|4111160000|경기도 수원시 장안구 연무동|연무동|||19880701||26110
A|4111300000|경기도 수원시 권선구|수원시 권선구|||19880701||26110
A|4111352000|경기도 수원시 권선구 세류1동|세류1동|||19880701||26110
A|4111353000|경기도 수원시 권선구 세류2동|세류2동|||19880701||26110
A|4111354000|경기도 수원시 권선구 세류3동|세류3동|||19880701||26110
A|4111355000|경기도 수원시 권선구 평동|평동|||19880701||26110
A|4111356000|경기도 수원시 권선구 서둔동|서둔동|||19880701||26110
A|4111365000|경기도 수원시 권선구 구운동|구운동||A|20031124|4111363000|26110
A|4111366000|경기도 수원시 권선구 금호동|금호동||A|20031124|4111363500|26110
A|4111367000|경기도 수원시 권선구 권선1동|권선1동||A|20031124|4111361600|26110
A|4111368000|경기도 수원시 권선구 권선2동|권선2동||A|20031124|4111361700|26110
A|4111369000|경기도 수원시 권선구 곡선동|곡선동||A|20031124|4111362000|26110
A|4111370000|경기도 수원시 권선구 입북동|입북동||A|20031124|4111364000|26110
A|4111500000|경기도 수원시 팔달구|수원시 팔달구|||19930115||26110
A|4111565000|경기도 수원시 팔달구 매교동|매교동||A|20031124|4111351000|26110
A|4111566000|경기도 수원시 팔달구 매산동|매산동||A|20031124|4111357000|26110
A|4111567000|경기도 수원시 팔달구 고등동|고등동||A|20031124|4111358000|26110
A|4111568000|경기도 수원시 팔달구 화서1동|화서1동||A|20031124|4111154000|26110
A|4111569000|경기도 수원시 팔달구 화서2동|화서2동||A|20031124|4111155000|26110
A|4111570000|경기도 수원시 팔달구 지동|지동||A|20031124|4111553000|26110
A|4111571000|경기도 수원시 팔달구 우만1동|우만1동||A|20031124|4111554100|26110
A|4111572000|경기도 수원시 팔달구 우만2동|우만2동||A|20031124|4111554200|26110
A|4111573000|경기도 수원시 팔달구 인계동|인계동||A|20031124|4111556000|26110
A|4111574000|경기도 수원시 팔달구 행궁동|행궁동|||20070806||26110
A|4111700000|경기도 수원시 영통구|수원시 영통구|||20031124||26110
A|4111751000|경기도 수원시 영통구 매탄1동|매탄1동||A|20031124|4111557000|26110
A|4111752000|경기도 수원시 영통구 매탄2동|매탄2동||A|20031124|4111558000|26110
A|4111753000|경기도 수원시 영통구 매탄3동|매탄3동||A|20031124|4111559000|26110
A|4111754000|경기도 수원시 영통구 매탄4동|매탄4동||A|20031124|4111559100|26110
A|4111755000|경기도 수원시 영통구 원천동|원천동||A|20031124|4111560000|26110
A|4111756500|경기도 수원시 영통구 광교동|광교동|||20121226||26110
A|4111757000|경기도 수원시 영통구 영통1동|영통1동||A|20031124|4111562000|26110
A|4111758000|경기도 수원시 영통구 영통2동|영통2동||A|20031124|4111563000|26110
A|4111759000|경기도 수원시 영통구 태장동|태장동||A|20031124|4111559500|26110
A|4111760000|경기도 수원시 영통구 광교1동|광교1동|||20150120||26110
A|4111761000|경기도 수원시 영통구 광교2동|광교2동|||20150120||26110
A|4113000000|경기도 성남시|성남시|||19880423||26110
A|4113100000|경기도 성남시 수정구|성남시 수정구|||19890501||26110
A|4113151000|경기도 성남시 수정구 신흥1동|신흥1동|||19890501||26110
A|4113152000|경기도 성남시 수정구 신흥2동|신흥2동|||19890501||26110
A|4113153000|경기도 성남시 수정구 신흥3동|신흥3동|||19890501||26110
A|4113154000|경기도 성남시 수정구 태평1동|태평1동|||19890501||26110
A|4113155000|경기도 성남시 수정구 태평2동|태평2동|||19890501||26110
A|4113156000|경기도 성남시 수정구 태평3동|태평3동|||19890501||26110
A|4113156100|경기도 성남시 수정구 태평4동|태평4동|||19900101||26110
A|4113157000|경기도 성남시 수정구 수진1동|수진1동|||19890501||26110
A|4113158000|경기도 성남시 수정구 수진2동|수진2동|||19890501||26110
A|4113159000|경기도 성남시 수정구 단대동|단대동|||19890501||26110
A|4113160000|경기도 성남시 수정구 산성동|산성동|||19890501||26110
A|4113161000|경기도 성남시 수정구 양지동|양지동|||19890501||26110
A|4113162000|경기도 성남시 수정구 복정동|복정동|||19890101||26110
A|4113163000|경기도 성남시 수정구 신촌동|신촌동|||19890501||26110
A|4113164000|경기도 성남시 수정구 고등동|고등동|||19890501||26110
A|4113165000|경기도 성남시 수정구 시흥동|시흥동|||19890501||26110
A|4113300000|경기도 성남시 중원구|성남시 중원구|||19890501||26110
A|4113351000|경기도 성남시 중원구 성남동|성남동|||19890501||26110
A|4113352500|경기도 성남시 중원구 중앙동|중앙동|||20111107||26110
A|4113353000|경기도 성남시 중원구 금광1동|금광1동|||19890501||26110
A|4113354000|경기도 성남시 중원구 금광2동|금광2동|||19890501||26110
A|4113355000|경기도 성남시 중원구 은행1동|은행1동|||19890501||26110
A|4113356000|경기도 성남시 중원구 은행2동|은행2동|||19890501||26110
A|4113357000|경기도 성남시 중원구 상대원1동|상대원1동|||19890501||26110
A|4113358000|경기도 성남시 중원구 상대원2동|상대원2동|||19890501||26110
A|4113359000|경기도 성남시 중원구 상대원3동|상대원3동|||19890501||26110
A|4113366000|경기도 성남시 중원구 하대원동|하대원동|||20001231||26110
A|4113367000|경기도 성남시 중원구 도촌동|도촌동|||20071213||26110
A|4113500000|경기도 성남시 분당구|성남시 분당구|||19910916||26110
A|4113551000|경기도 성남시 분당구 분당동|분당동|||19910916||26110
A|4113552000|경기도 성남시 분당구 수내1동|수내1동|||20001231||26110
A|4113553000|경기도 성남시 분당구 수내2동|수내2동|||20001231||26110
A|4113554000|경기도 성남시 분당구 수내3동|수내3동|||20001231||26110
A|4113555000|경기도 성남시 분당구 정자1동|정자1동|||20001231||26110
A|4113556000|경기도 성남시 분당구 정자2동|정자2동|||20001231||26110
A|4113557000|경기도 성남시 분당구 정자3동|정자3동|||20001231||26110
A|4113558000|경기도 성남시 분당구 서현1동|서현1동|||20001231||26110
A|4113559000|경기도 성남시 분당구 서현2동|서현2동|||20001231||26110
A|4113560000|경기도 성남시 분당구 이매1동|이매1동|||20001231||26110
A|4113561000|경기도 성남시 분당구 이매2동|이매2동|||20001231||26110
A|4113562000|경기도 성남시 분당구 야탑1동|야탑1동|||20001231||26110
A|4113563000|경기도 성남시 분당구 야탑2동|야탑2동|||20001231||26110
A|4113564000|경기도 성남시 분당구 야탑3동|야탑3동|||20001231||26110
A|4113565000|경기도 성남시 분당구 판교동|판교동|||19910916||26110
A|4113565500|경기도 성남시 분당구 삼평동|삼평동|||20081222||26110
A|4113565700|경기도 성남시 분당구 백현동|백현동|||20091005||26110
A|4113566200|경기도 성남시 분당구 금곡동|금곡동|||20080922||26110
A|4113566500|경기도 성남시 분당구 구미1동|구미1동|||20080922||26110
A|4113567000|경기도 성남시 분당구 구미동|구미동|||19960115||26110
A|4113568000|경기도 성남시 분당구 운중동|운중동|||19910916||26110
A|4115000000|경기도 의정부시|의정부시|||19880423||26110
A|4115051000|경기도 의정부시 의정부1동|의정부1동|||19981019||26110
A|4115052000|경기도 의정부시 의정부2동|의정부2동|||19880423||26110
A|4115053000|경기도 의정부시 의정부3동|의정부3동|||19880423||26110
A|4115054500|경기도 의정부시 호원1동|호원1동|||20030203||26110
A|4115055500|경기도 의정부시 호원2동|호원2동|||20030203||26110
A|4115056100|경기도 의정부시 장암동|장암동|||19940701||26110
A|4115056700|경기도 의정부시 신곡1동|신곡1동|||19950302||26110
A|4115056800|경기도 의정부시 신곡2동|신곡2동|||19950302||26110
A|4115057300|경기도 의정부시 송산1동|송산1동|||20030203||26110
A|4115057600|경기도 의정부시 송산2동|송산2동|||20030203||26110
A|4115058000|경기도 의정부시 자금동|자금동|||19880423||26110
A|4115059000|경기도 의정부시 가능1동|가능1동|||19920801||26110
A|4115060000|경기도 의정부시 가능2동|가능2동|||19920801||26110
A|4115061000|경기도 의정부시 가능3동|가능3동|||19880423||26110
A|4115062000|경기도 의정부시 녹양동|녹양동|||19880423||26110
A|4117000000|경기도 안양시|안양시|||19880423||26110
A|4117100000|경기도 안양시 만안구|안양시 만안구|||19921001||26110
A|4117151000|경기도 안양시 만안구 안양1동|안양1동|||19921001||26110
A|4117152000|경기도 안양시 만안구 안양2동|안양2동|||19921001||26110
A|4117153000|경기도 안양시 만안구 안양3동|안양3동|||19921001||26110
A|4117154000|경기도 안양시 만안구 안양4동|안양4동|||19921001||26110
A|4117155000|경기도 안양시 만안구 안양5동|안양5동|||19921001||26110
A|4117156000|경기도 안양시 만안구 안양6동|안양6동|||19921001||26110
A|4117157000|경기도 안양시 만안구 안양7동|안양7동|||19921001||26110
A|4117158000|경기도 안양시 만안구 안양8동|안양8동|||19921001||26110
A|4117158100|경기도 안양시 만안구 안양9동|안양9동|||19940701||26110
A|4117159000|경기도 안양시 만안구 석수1동|석수1동|||19961231||26110
A|4117160000|경기도 안양시 만안구 석수2동|석수2동|||19921001||26110
A|4117161000|경기도 안양시 만안구 석수3동|석수3동|||19921001||26110
A|4117162100|경기도 안양시 만안구 박달1동|박달1동|||19940701||26110
A|4117163000|경기도 안양시 만안구 박달2동|박달2동|||19940701||26110
A|4117300000|경기도 안양시 동안구|안양시 동안구|||19921001||26110
A|4117351000|경기도 안양시 동안구 비산1동|비산1동|||19921001||26110
A|4117352000|경기도 안양시 동안구 비산2동|비산2동|||19921001||26110
A|4117353000|경기도 안양시 동안구 비산3동|비산3동|||19921001||26110
A|4117354000|경기도 안양시 동안구 부흥동|부흥동|||19921001||26110
A|4117354600|경기도 안양시 동안구 달안동|달안동|||19930520||26110
A|4117355000|경기도 안양시 동안구 관양1동|관양1동|||19921001||26110
A|4117356000|경기도 안양시 동안구 관양2동|관양2동|||19921001||26110
A|4117356600|경기도 안양시 동안구 부림동|부림동|||19930115||26110
A|4117357000|경기도 안양시 동안구 평촌동|평촌동|||19921001||26110
A|4117357600|경기도 안양시 동안구 평안동|평안동|||19930115||26110
A|4117357800|경기도 안양시 동안구 귀인동|귀인동|||19940710||26110
A|4117358000|경기도 안양시 동안구 호계1동|호계1동|||19921001||26110
A|4117359000|경기도 안양시 동안구 호계2동|호계2동|||19921001||26110
A|4117360000|경기도 안양시 동안구 호계3동|호계3동|||19921001||26110
A|4117361000|경기도 안양시 동안구 범계동|범계동|||19921001||26110
A|4117362000|경기도 안양시 동안구 신촌동|신촌동|||19930115||26110
A|4117363000|경기도 안양시 동안구 갈산동|갈산동|||19930520||26110
A|4119000000|경기도 부천시|부천시|||19880423||26110
A|4121000000|경기도 광명시|광명시|||19880423||26110
A|4121051000|경기도 광명시 광명1동|광명1동|||19880423||26110
A|4121052000|경기도 광명시 광명2동|광명2동|||19880423||26110
A|4121054000|경기도 광명시 광명3동|광명3동|||19880423||26110
A|4121055000|경기도 광명시 광명4동|광명4동|||19880423||26110
A|4121056000|경기도 광명시 광명5동|광명5동|||19880423||26110
A|4121057000|경기도 광명시 광명6동|광명6동|||19880423||26110
A|4121058000|경기도 광명시 광명7동|광명7동|||19880423||26110
A|4121059000|경기도 광명시 철산1동|철산1동|||19880423||26110
A|4121060000|경기도 광명시 철산2동|철산2동|||19880423||26110
A|4121061000|경기도 광명시 철산3동|철산3동|||19880423||26110
A|4121062000|경기도 광명시 철산4동|철산4동|||19880423||26110
A|4121063100|경기도 광명시 하안1동|하안1동|||19900520||26110
A|4121063200|경기도 광명시 하안2동|하안2동|||19900520||26110
A|4121063300|경기도 광명시 하안3동|하안3동|||19910107||26110
A|4121063400|경기도 광명시 하안4동|하안4동|||19950306||26110
A|4121064000|경기도 광명시 소하1동|소하1동|||19880423||26110
A|4121065000|경기도 광명시 소하2동|소하2동|||19880423||26110
A|4121066000|경기도 광명시 학온동|학온동|||19880423||26110
A|4122000000|경기도 평택시|평택시|||19950510||26110
A|4122012800|경기도 평택시 고덕동|고덕동||A|20211115||26110
A|4122025000|경기도 평택시 팽성읍|팽성읍|||19950510||26110
A|4122025300|경기도 평택시 안중읍|안중읍||A|20021105|4122038000|26110
A|4122025600|경기도 평택시 포승읍|포승읍|||20061229||26110
A|4122025900|경기도 평택시 청북읍|청북읍||A|20160728|4122035000|26110
A|4122031000|경기도 평택시 진위면|진위면|||19950510||26110
A|4122032000|경기도 평택시 서탄면|서탄면|||19950510||26110
A|4122033000|경기도 평택시 고덕면|고덕면|||19950510||26110
A|4122034000|경기도 평택시 오성면|오성면|||19950510||26110
A|4122037000|경기도 평택시 현덕면|현덕면|||19950510||26110
A|4122051000|경기도 평택시 중앙동|중앙동|||19950510||26110
A|4122052000|경기도 평택시 서정동|서정동|||19950510||26110
A|4122053500|경기도 평택시 송탄동|송탄동|||19981001||26110
A|4122055000|경기도 평택시 지산동|지산동|||19950510||26110
A|4122056000|경기도 평택시 송북동|송북동|||19950510||26110
A|4122057000|경기도 평택시 신장1동|신장1동|||19950510||26110
A|4122058000|경기도 평택시 신장2동|신장2동|||19950510||26110
A|4122059000|경기도 평택시 신평동|신평동|||19950510||26110
A|4122060000|경기도 평택시 원평동|원평동|||19950510||26110
A|4122061000|경기도 평택시 통복동|통복동|||19950510||26110
A|4122062000|경기도 평택시 비전1동|비전1동|||19950510||26110
A|4122063000|경기도 평택시 비전2동|비전2동|||19950510||26110
A|4122064000|경기도 평택시 세교동|세교동|||19950510||26110
A|4122200000|경기도 평택시 송탄출장소|평택시 송탄출장소|||20041025||26110
A|4122400000|경기도 평택시 안중출장소|평택시 안중출장소|||20041025||26110
A|4125000000|경기도 동두천시|동두천시|||19880423||26110
A|4125051000|경기도 동두천시 생연1동|생연1동|||19880423||26110
A|4125052000|경기도 동두천시 생연2동|생연2동|||19880423||26110
A|4125053500|경기도 동두천시 중앙동|중앙동|||19981130||26110
A|4125055000|경기도 동두천시 보산동|보산동|||19880423||26110
A|4125056500|경기도 동두천시 불현동|불현동|||19981130||26110
A|4125056600|경기도 동두천시 송내동|송내동|||20070514||26110
A|4125058000|경기도 동두천시 소요동|소요동|||19880423||26110
A|4125060000|경기도 동두천시 상패동|상패동|||19880423||26110
A|4127000000|경기도 안산시|안산시|||19880423||26110
A|4127100000|경기도 안산시 상록구|안산시 상록구|||20021101||26110
A|4127151000|경기도 안산시 상록구 일동|일동||A|20021101|4127051100|26110
A|4127151500|경기도 안산시 상록구 이동|이동||A|20040701|4127151500|26110
A|4127152500|경기도 안산시 상록구 사동|사동||A|20170701|4127152000|26110
A|4127153200|경기도 안산시 상록구 사이동|사이동||A|20170701|4127153000|26110
A|4127153700|경기도 안산시 상록구 해양동|해양동|||20170701|4127153500|26110
A|4127154000|경기도 안산시 상록구 본오1동|본오1동||A|20021101|4127051700|26110
A|4127155000|경기도 안산시 상록구 본오2동|본오2동||A|20021101|4127051800|26110
A|4127156000|경기도 안산시 상록구 본오3동|본오3동||A|20021101|4127061000|26110
A|4127157000|경기도 안산시 상록구 부곡동|부곡동||A|20021101|4127051900|26110
A|4127158000|경기도 안산시 상록구 월피동|월피동||A|20021101|4127052100|26110
A|4127159000|경기도 안산시 상록구 성포동|성포동||A|20021101|4127053600|26110
A|4127160000|경기도 안산시 상록구 반월동|반월동||A|20021101|4127058000|26110
A|4127161000|경기도 안산시 상록구 안산동|안산동||A|20021101|4127060000|26110
A|4127300000|경기도 안산시 단원구|안산시 단원구|||20021101||26110
A|4127351000|경기도 안산시 단원구 와동|와동||A|20021101|4127052600|26110
A|4127352500|경기도 안산시 단원구 고잔동|고잔동||A|20170701|4127352000|26110
A|4127353200|경기도 안산시 단원구 중앙동|중앙동||A|20170701|4127353000|26110
A|4127353500|경기도 안산시 단원구 호수동|호수동|||20030303||26110
A|4127355500|경기도 안산시 단원구 백운동|백운동||A|20170701||26110
A|4127357000|경기도 안산시 단원구 초지동|초지동||A|20021101|4127056100|26110
A|4127358000|경기도 안산시 단원구 선부1동|선부1동||A|20021101|4127057100|26110
A|4127359000|경기도 안산시 단원구 선부2동|선부2동||A|20021101|4127057200|26110
A|4127360000|경기도 안산시 단원구 선부3동|선부3동||A|20021101|4127057300|26110
A|4127361000|경기도 안산시 단원구 대부동|대부동||A|20021101|4127059000|26110
A|4128000000|경기도 고양시|고양시|||19920504||26110
A|4128100000|경기도 고양시 덕양구|고양시 덕양구|||19960301||26110
A|4128151000|경기도 고양시 덕양구 주교동|주교동|||19960301||26110
A|4128152000|경기도 고양시 덕양구 원신동|원신동|||19960301||26110
A|4128153000|경기도 고양시 덕양구 흥도동|흥도동|||19960301||26110
A|4128154000|경기도 고양시 덕양구 성사1동|성사1동|||19960301||26110
A|4128155000|경기도 고양시 덕양구 성사2동|성사2동|||19960301||26110
A|4128156000|경기도 고양시 덕양구 효자동|효자동|||19960301||26110
A|4128157000|경기도 고양시 덕양구 신도동|신도동|||19960301||26110
A|4128158000|경기도 고양시 덕양구 창릉동|창릉동|||19960301||26110
A|4128159000|경기도 고양시 덕양구 고양동|고양동|||19960301||26110
A|4128160000|경기도 고양시 덕양구 관산동|관산동|||19960301||26110
A|4128161000|경기도 고양시 덕양구 능곡동|능곡동|||19960301||26110
A|4128162100|경기도 고양시 덕양구 화정1동|화정1동|||19961021||26110
A|4128162200|경기도 고양시 덕양구 화정2동|화정2동|||19961021||26110
A|4128163000|경기도 고양시 덕양구 행주동|행주동|||19960301||26110
A|4128164000|경기도 고양시 덕양구 행신1동|행신1동|||19960301||26110
A|4128165000|경기도 고양시 덕양구 행신2동|행신2동|||19960301||26110
A|4128165500|경기도 고양시 덕양구 행신3동|행신3동|||20030203||26110
A|4128166000|경기도 고양시 덕양구 화전동|화전동|||19960301||26110
A|4128167000|경기도 고양시 덕양구 대덕동|대덕동|||19960301||26110
A|4128500000|경기도 고양시 일산동구|고양시 일산동구||A|20050516|4128300000|26110
A|4128551000|경기도 고양시 일산동구 식사동|식사동||A|20050516|4128351000|26110
A|4128552000|경기도 고양시 일산동구 중산동|중산동|||20050516||26110
A|4128553000|경기도 고양시 일산동구 정발산동|정발산동||A|20050516|4128355000|26110
A|4128554000|경기도 고양시 일산동구 풍산동|풍산동||A|20050516|4128356000|26110
A|4128555100|경기도 고양시 일산동구 백석1동|백석1동|||20061023||26110
A|4128555200|경기도 고양시 일산동구 백석2동|백석2동|||20061023||26110
A|4128556000|경기도 고양시 일산동구 마두1동|마두1동||A|20050516|4128358000|26110
A|4128557000|경기도 고양시 일산동구 마두2동|마두2동||A|20050516|4128359000|26110
A|4128558000|경기도 고양시 일산동구 장항1동|장항1동||A|20050516|4128362000|26110
A|4128559000|경기도 고양시 일산동구 장항2동|장항2동||A|20050516|4128363000|26110
A|4128560000|경기도 고양시 일산동구 고봉동|고봉동||A|20050516|4128365000|26110
A|4128700000|경기도 고양시 일산서구|고양시 일산서구||A|20050516|4128300000|26110
A|4128751000|경기도 고양시 일산서구 일산1동|일산1동||A|20050516|4128352000|26110
A|4128752000|경기도 고양시 일산서구 일산2동|일산2동||A|20050516|4128353000|26110
A|4128753000|경기도 고양시 일산서구 일산3동|일산3동||A|20050516|4128354000|26110
A|4128754000|경기도 고양시 일산서구 탄현동|탄현동||A|20050516|4128355500|26110
A|4128755000|경기도 고양시 일산서구 주엽1동|주엽1동||A|20050516|4128360000|26110
A|4128756000|경기도 고양시 일산서구 주엽2동|주엽2동||A|20050516|4128361000|26110
A|4128757000|경기도 고양시 일산서구 대화동|대화동||A|20050516|4128364000|26110
A|4128758000|경기도 고양시 일산서구 송포동|송포동||A|20050516|4128366000|26110
A|4128759000|경기도 고양시 일산서구 송산동|송산동||A|20050516|4128367000|26110
A|4129000000|경기도 과천시|과천시|||19880423||26110
A|4129051000|경기도 과천시 중앙동|중앙동|||19880423||26110
A|4129052000|경기도 과천시 갈현동|갈현동|||19930115||26110
A|4129053000|경기도 과천시 별양동|별양동|||19880423||26110
A|4129054000|경기도 과천시 부림동|부림동|||19880423||26110
A|4129055000|경기도 과천시 과천동|과천동|||19880423||26110
A|4129056000|경기도 과천시 문원동|문원동|||19880423||26110
A|4131000000|경기도 구리시|구리시|||19880423||26110
A|4131051000|경기도 구리시 갈매동|갈매동|||19880423||26110
A|4131052000|경기도 구리시 동구동|동구동|||19880423||26110
A|4131053000|경기도 구리시 인창동|인창동|||19880423||26110
A|4131054100|경기도 구리시 교문1동|교문1동|||19950302||26110
A|4131054200|경기도 구리시 교문2동|교문2동|||19950302||26110
A|4131057000|경기도 구리시 수택1동|수택1동|||19960108||26110
A|4131058000|경기도 구리시 수택2동|수택2동|||19960108||26110
A|4131059000|경기도 구리시 수택3동|수택3동|||19960108||26110
A|4136000000|경기도 남양주시|남양주시|||19950101||26110
A|4136025000|경기도 남양주시 와부읍|와부읍|||19950101||26110
A|4136025300|경기도 남양주시 진접읍|진접읍|||19950101||26110
A|4136025600|경기도 남양주시 화도읍|화도읍|||19950101||26110
A|4136025700|경기도 남양주시 화도읍 동부출장소|화도읍 동부출장소|||20061120||26110
A|4136025900|경기도 남양주시 진건읍|진건읍||A|20010912|4136033000|26110
A|4136026200|경기도 남양주시 오남읍|오남읍||A|20010912|4136038000|26110
A|4136026500|경기도 남양주시 퇴계원읍|퇴계원읍||A|20191021|4136037000|26110
A|4136031000|경기도 남양주시 별내면|별내면|||19950101||26110
A|4136034000|경기도 남양주시 수동면|수동면|||19950101||26110
A|4136036000|경기도 남양주시 조안면|조안면|||19950101||26110
A|4136051000|경기도 남양주시 호평동|호평동|||19950101||26110
A|4136052000|경기도 남양주시 평내동|평내동|||19950101||26110
A|4136053000|경기도 남양주시 금곡동|금곡동|||19950101||26110
A|4136054000|경기도 남양주시 양정동|양정동|||19950101||26110
A|4136055000|경기도 남양주시 지금동|지금동|||19950101||26110
A|4136056000|경기도 남양주시 도농동|도농동|||19950101||26110
A|4136057000|경기도 남양주시 별내동|별내동|||20120102||26110
A|4136200000|경기도 남양주시 풍양출장소|남양주시 풍양출장소|||20060120||26110
A|4137000000|경기도 오산시|오산시|||19890101||26110
A|4137051000|경기도 오산시 중앙동|중앙동|||19890101||26110
A|4137053000|경기도 오산시 남촌동|남촌동|||19890101||26110
A|4137054000|경기도 오산시 신장동|신장동|||19890101||26110
A|4137055000|경기도 오산시 세마동|세마동|||19890101||26110
A|4137056000|경기도 오산시 초평동|초평동|||19890101||26110
A|4137057000|경기도 오산시 대원동|대원동|||19910907||26110
A|4139000000|경기도 시흥시|시흥시|||19890101||26110
A|4139051000|경기도 시흥시 대야동|대야동|||19890101||26110
A|4139052000|경기도 시흥시 신천동|신천동|||19890101||26110
A|4139053100|경기도 시흥시 신현동|신현동|||19920801||26110
A|4139054000|경기도 시흥시 은행동|은행동|||19890101||26110
A|4139055000|경기도 시흥시 매화동|매화동|||19890101||26110
A|4139057000|경기도 시흥시 목감동|목감동|||19890101||26110
A|4139058100|경기도 시흥시 군자동|군자동|||19940701||26110
A|4139058200|경기도 시흥시 월곶동|월곶동|||20140301||26110
A|4139058900|경기도 시흥시 정왕본동|정왕본동|||20040101||26110
A|4139059100|경기도 시흥시 정왕1동|정왕1동|||19990927||26110
A|4139059200|경기도 시흥시 정왕2동|정왕2동|||19990927||26110
A|4139059300|경기도 시흥시 정왕3동|정왕3동||A|20020401|4139059200|26110
A|4139059400|경기도 시흥시 정왕4동|정왕4동||A|20020401|4139059200|26110
A|4139062100|경기도 시흥시 과림동|과림동|||19920801||26110
A|4139063000|경기도 시흥시 연성동|연성동|||19910907||26110
A|4139063100|경기도 시흥시 장곡동|장곡동|||20140301||26110
A|4139064000|경기도 시흥시 능곡동|능곡동|||20100920||26110
A|4141000000|경기도 군포시|군포시|||19890101||26110
A|4141051000|경기도 군포시 군포1동|군포1동|||19980930||26110
A|4141052000|경기도 군포시 군포2동|군포2동|||19890101||26110
A|4141054000|경기도 군포시 산본1동|산본1동|||19890101||26110
A|4141055000|경기도 군포시 산본2동|산본2동|||19890101||26110
A|4141056000|경기도 군포시 금정동|금정동|||19890101||26110
A|4141057000|경기도 군포시 재궁동|재궁동|||19920604||26110
A|4141058000|경기도 군포시 오금동|오금동|||19930115||26110
A|4141059000|경기도 군포시 수리동|수리동|||19930525||26110
A|4141060000|경기도 군포시 궁내동|궁내동|||19940715||26110
A|4141061000|경기도 군포시 대야동|대야동|||19941226||26110
A|4141062000|경기도 군포시 광정동|광정동|||19950302||26110
A|4143000000|경기도 의왕시|의왕시|||19890101||26110
A|4143051000|경기도 의왕시 고천동|고천동|||19890101||26110
A|4143052000|경기도 의왕시 부곡동|부곡동|||19890101||26110
A|4143053000|경기도 의왕시 오전동|오전동|||19890101||26110
A|4143054000|경기도 의왕시 내손1동|내손1동|||19890101||26110
A|4143055000|경기도 의왕시 내손2동|내손2동|||19890101||26110
A|4143056000|경기도 의왕시 청계동|청계동|||19890101||26110
A|4145000000|경기도 하남시|하남시|||19890101||26110
A|4145051000|경기도 하남시 천현동|천현동|||19890101||26110
A|4145052000|경기도 하남시 신장1동|신장1동|||19890101||26110
A|4145053000|경기도 하남시 신장2동|신장2동|||19940528||26110
A|4145054000|경기도 하남시 덕풍1동|덕풍1동|||19890101||26110
A|4145055000|경기도 하남시 덕풍2동|덕풍2동|||19890101||26110
A|4145056000|경기도 하남시 덕풍3동|덕풍3동|||19890101||26110
A|4145057000|경기도 하남시 풍산동|풍산동|||19890101||26110
A|4145058000|경기도 하남시 감북동|감북동|||19890101||26110
A|4145059000|경기도 하남시 춘궁동|춘궁동|||19890101||26110
A|4145060000|경기도 하남시 초이동|초이동|||19890101||26110
A|4145061000|경기도 하남시 미사1동|미사1동|||20140605||26110
A|4145062000|경기도 하남시 미사2동|미사2동|||20140605||26110
A|4146000000|경기도 용인시|용인시|||19960301||26110
A|4146100000|경기도 용인시 처인구|용인시 처인구|||20051031||26110
A|4146125000|경기도 용인시 처인구 포곡읍|포곡읍||A|20051031|4146031000|26110
A|4146125300|경기도 용인시 처인구 모현읍|모현읍||A|20171211|4146131000|26110
A|4146125600|경기도 용인시 처인구 이동읍|이동읍||A|20171211|4146133000|26110
A|4146125900|경기도 용인시 처인구 남사읍|남사읍||A|20210219|4146132000|26110
A|4146134000|경기도 용인시 처인구 원삼면|원삼면||A|20051031|4146036000|26110
A|4146135000|경기도 용인시 처인구 백암면|백암면||A|20051031|4146037000|26110
A|4146136000|경기도 용인시 처인구 양지면|양지면||A|20051031|4146038000|26110
A|4146151000|경기도 용인시 처인구 중앙동|중앙동||A|20051031|4146051000|26110
A|4146152000|경기도 용인시 처인구 역삼동|역삼동||A|20051031|4146052000|26110
A|4146153000|경기도 용인시 처인구 유림동|유림동||A|20051031|4146053000|26110
A|4146154000|경기도 용인시 처인구 동부동|동부동||A|20051031|4146054000|26110
A|4146300000|경기도 용인시 기흥구|용인시 기흥구|||20051031||26110
A|4146351000|경기도 용인시 기흥구 신갈동|신갈동|||20051031||26110
A|4146351500|경기도 용인시 기흥구 영덕동|영덕동|||20100802||26110
A|4146352000|경기도 용인시 기흥구 구갈동|구갈동|||20051031||26110
